x,y,metatile,quad,mt_x,mt_y,tile_id,tile_local,pal,raw_tilespng_x,raw_tilespng_y,cur_idx
85,9,5,SW,5,9,0x209,9,8,77,1,10
86,9,5,SW,6,9,0x209,9,8,78,1,10
91,9,5,SE,11,9,0x20a,10,8,83,1,10
92,9,5,SE,12,9,0x20a,10,8,84,1,10
54,10,3,SW,6,10,0x205,5,8,46,2,14
55,10,3,SW,7,10,0x205,5,8,47,2,13
56,10,3,SE,8,10,0x206,6,8,48,2,13
57,10,3,SE,9,10,0x206,6,8,49,2,12
58,10,3,SE,10,10,0x206,6,8,50,2,13
60,10,3,SE,12,10,0x206,6,8,52,2,10
61,10,3,SE,13,10,0x206,6,8,53,2,10
62,10,3,SE,14,10,0x206,6,8,54,2,10
63,10,3,SE,15,10,0x206,6,8,55,2,10
64,10,4,SW,0,10,0x207,7,8,56,2,10
65,10,4,SW,1,10,0x207,7,8,57,2,10
86,10,5,SW,6,10,0x209,9,8,78,2,10
92,10,5,SE,12,10,0x20a,10,8,84,2,10
93,10,5,SE,13,10,0x20a,10,8,85,2,10
94,10,5,SE,14,10,0x20a,10,8,86,2,10
95,10,5,SE,15,10,0x20a,10,8,87,2,10
96,10,6,SW,0,10,0x20b,11,8,88,2,10
97,10,6,SW,1,10,0x20b,11,8,89,2,10
98,10,6,SW,2,10,0x20b,11,8,90,2,10
99,10,6,SW,3,10,0x20b,11,8,91,2,10
101,10,6,SW,5,10,0x20b,11,8,93,2,12
102,10,6,SW,6,10,0x20b,11,8,94,2,12
103,10,6,SW,7,10,0x20b,11,8,95,2,13
104,10,6,SE,8,10,0x20c,12,8,96,2,13
105,10,6,SE,9,10,0x20c,12,8,97,2,14
60,11,3,SE,12,11,0x206,6,8,52,3,10
61,11,3,SE,13,11,0x206,6,8,53,3,10
86,11,5,SW,6,11,0x209,9,8,78,3,10
87,11,5,SW,7,11,0x209,9,8,79,3,10
98,11,6,SW,2,11,0x20b,11,8,90,3,10
99,11,6,SW,3,11,0x20b,11,8,91,3,10
50,12,3,SW,2,12,0x205,5,8,42,4,14
51,12,3,SW,3,12,0x205,5,8,43,4,13
52,12,3,SW,4,12,0x205,5,8,44,4,12
54,12,3,SW,6,12,0x205,5,8,46,4,10
55,12,3,SW,7,12,0x205,5,8,47,4,6
56,12,3,SE,8,12,0x206,6,8,48,4,10
57,12,3,SE,9,12,0x206,6,8,49,4,10
58,12,3,SE,10,12,0x206,6,8,50,4,10
59,12,3,SE,11,12,0x206,6,8,51,4,10
74,12,4,SE,10,12,0x208,8,8,66,4,10
85,12,5,SW,5,12,0x209,9,8,77,4,11
95,12,5,SE,15,12,0x20a,10,8,87,4,10
98,12,6,SW,2,12,0x20b,11,8,90,4,10
99,12,6,SW,3,12,0x20b,11,8,91,4,10
100,12,6,SW,4,12,0x20b,11,8,92,4,10
101,12,6,SW,5,12,0x20b,11,8,93,4,10
102,12,6,SW,6,12,0x20b,11,8,94,4,10
103,12,6,SW,7,12,0x20b,11,8,95,4,10
104,12,6,SE,8,12,0x20c,12,8,96,4,10
105,12,6,SE,9,12,0x20c,12,8,97,4,10
109,12,6,SE,13,12,0x20c,12,8,101,4,12
110,12,6,SE,14,12,0x20c,12,8,102,4,12
111,12,6,SE,15,12,0x20c,12,8,103,4,13
112,12,7,SW,0,12,0x20d,13,8,104,4,13
113,12,7,SW,1,12,0x20d,13,8,105,4,13
114,12,7,SW,2,12,0x20d,13,8,106,4,13
115,12,7,SW,3,12,0x20d,13,8,107,4,14
50,13,3,SW,2,13,0x205,5,8,42,5,12
54,13,3,SW,6,13,0x205,5,8,46,5,10
58,13,3,SE,10,13,0x206,6,8,50,5,10
59,13,3,SE,11,13,0x206,6,8,51,5,10
94,13,5,SE,14,13,0x20a,10,8,86,5,10
95,13,5,SE,15,13,0x20a,10,8,87,5,10
99,13,6,SW,3,13,0x20b,11,8,91,5,10
101,13,6,SW,5,13,0x20b,11,8,93,5,10
102,13,6,SW,6,13,0x20b,11,8,94,5,10
103,13,6,SW,7,13,0x20b,11,8,95,5,10
104,13,6,SE,8,13,0x20c,12,8,96,5,10
105,13,6,SE,9,13,0x20c,12,8,97,5,10
48,14,3,SW,0,14,0x205,5,8,40,6,14
50,14,3,SW,2,14,0x205,5,8,42,6,10
51,14,3,SW,3,14,0x205,5,8,43,6,10
52,14,3,SW,4,14,0x205,5,8,44,6,10
53,14,3,SW,5,14,0x205,5,8,45,6,10
54,14,3,SW,6,14,0x205,5,8,46,6,10
68,14,4,SW,4,14,0x207,7,8,60,6,10
81,14,5,SW,1,14,0x209,9,8,73,6,2
91,14,5,SE,11,14,0x20a,10,8,83,6,10
99,14,6,SW,3,14,0x20b,11,8,91,6,10
101,14,6,SW,5,14,0x20b,11,8,93,6,10
102,14,6,SW,6,14,0x20b,11,8,94,6,10
117,14,7,SW,5,14,0x20d,13,8,109,6,12
118,14,7,SW,6,14,0x20d,13,8,110,6,13
119,14,7,SW,7,14,0x20d,13,8,111,6,14
49,15,3,SW,1,15,0x205,5,8,41,7,10
50,15,3,SW,2,15,0x205,5,8,42,7,10
54,15,3,SW,6,15,0x205,5,8,46,7,10
55,15,3,SW,7,15,0x205,5,8,47,7,10
96,15,6,SW,0,15,0x20b,11,8,88,7,10
97,15,6,SW,1,15,0x20b,11,8,89,7,10
98,15,6,SW,2,15,0x20b,11,8,90,7,10
99,15,6,SW,3,15,0x20b,11,8,91,7,10
100,15,6,SW,4,15,0x20b,11,8,92,7,10
101,15,6,SW,5,15,0x20b,11,8,93,7,10
119,15,7,SW,7,15,0x20d,13,8,111,7,12
44,16,12,NE,12,0,0x20f,15,8,124,0,14
45,16,12,NE,13,0,0x20f,15,8,125,0,13
46,16,12,NE,14,0,0x20f,15,8,126,0,12
48,16,13,NW,0,0,0x210,16,8,0,8,10
49,16,13,NW,1,0,0x210,16,8,1,8,10
50,16,13,NW,2,0,0x210,16,8,2,8,10
70,16,14,NW,6,0,0x212,18,8,22,8,15
71,16,14,NW,7,0,0x212,18,8,23,8,15
72,16,14,NE,8,0,0x213,19,8,24,8,15
73,16,14,NE,9,0,0x213,19,8,25,8,15
74,16,14,NE,10,0,0x213,19,8,26,8,15
75,16,14,NE,11,0,0x213,19,8,27,8,15
76,16,14,NE,12,0,0x213,19,8,28,8,15
77,16,14,NE,13,0,0x213,19,8,29,8,15
78,16,14,NE,14,0,0x213,19,8,30,8,15
79,16,14,NE,15,0,0x213,19,8,31,8,15
80,16,15,NW,0,0,0x214,20,8,32,8,15
81,16,15,NW,1,0,0x214,20,8,33,8,15
82,16,15,NW,2,0,0x214,20,8,34,8,15
83,16,15,NW,3,0,0x214,20,8,35,8,15
84,16,15,NW,4,0,0x214,20,8,36,8,15
85,16,15,NW,5,0,0x214,20,8,37,8,15
86,16,15,NW,6,0,0x214,20,8,38,8,15
87,16,15,NW,7,0,0x214,20,8,39,8,15
88,16,15,NE,8,0,0x215,21,8,40,8,15
89,16,15,NE,9,0,0x215,21,8,41,8,15
102,16,16,NW,6,0,0x216,22,8,54,8,15
104,16,16,NE,8,0,0x217,23,8,56,8,15
106,16,16,NE,10,0,0x217,23,8,58,8,15
107,16,16,NE,11,0,0x217,23,8,59,8,15
108,16,16,NE,12,0,0x217,23,8,60,8,15
109,16,16,NE,13,0,0x217,23,8,61,8,15
120,16,17,NE,8,0,0x219,25,8,72,8,12
121,16,17,NE,9,0,0x219,25,8,73,8,14
48,17,13,NW,0,1,0x210,16,8,0,9,10
49,17,13,NW,1,1,0x210,16,8,1,9,10
50,17,13,NW,2,1,0x210,16,8,2,9,10
70,17,14,NW,6,1,0x212,18,8,22,9,15
71,17,14,NW,7,1,0x212,18,8,23,9,15
72,17,14,NE,8,1,0x213,19,8,24,9,15
73,17,14,NE,9,1,0x213,19,8,25,9,15
74,17,14,NE,10,1,0x213,19,8,26,9,15
75,17,14,NE,11,1,0x213,19,8,27,9,15
77,17,14,NE,13,1,0x213,19,8,29,9,15
79,17,14,NE,15,1,0x213,19,8,31,9,15
80,17,15,NW,0,1,0x214,20,8,32,9,15
82,17,15,NW,2,1,0x214,20,8,34,9,15
84,17,15,NW,4,1,0x214,20,8,36,9,15
85,17,15,NW,5,1,0x214,20,8,37,9,15
86,17,15,NW,6,1,0x214,20,8,38,9,15
87,17,15,NW,7,1,0x214,20,8,39,9,15
90,17,15,NE,10,1,0x215,21,8,42,9,15
91,17,15,NE,11,1,0x215,21,8,43,9,15
102,17,16,NW,6,1,0x216,22,8,54,9,2
103,17,16,NW,7,1,0x216,22,8,55,9,15
104,17,16,NE,8,1,0x217,23,8,56,9,15
105,17,16,NE,9,1,0x217,23,8,57,9,15
106,17,16,NE,10,1,0x217,23,8,58,9,15
107,17,16,NE,11,1,0x217,23,8,59,9,15
108,17,16,NE,12,1,0x217,23,8,60,9,15
109,17,16,NE,13,1,0x217,23,8,61,9,15
121,17,17,NE,9,1,0x219,25,8,73,9,12
42,18,12,NE,10,2,0x20f,15,8,122,2,14
43,18,12,NE,11,2,0x20f,15,8,123,2,13
44,18,12,NE,12,2,0x20f,15,8,124,2,10
45,18,12,NE,13,2,0x20f,15,8,125,2,10
46,18,12,NE,14,2,0x20f,15,8,126,2,10
47,18,12,NE,15,2,0x20f,15,8,127,2,10
48,18,13,NW,0,2,0x210,16,8,0,10,10
66,18,14,NW,2,2,0x212,18,8,18,10,15
67,18,14,NW,3,2,0x212,18,8,19,10,15
69,18,14,NW,5,2,0x212,18,8,21,10,15
70,18,14,NW,6,2,0x212,18,8,22,10,15
71,18,14,NW,7,2,0x212,18,8,23,10,15
72,18,14,NE,8,2,0x213,19,8,24,10,15
74,18,14,NE,10,2,0x213,19,8,26,10,15
75,18,14,NE,11,2,0x213,19,8,27,10,15
78,18,14,NE,14,2,0x213,19,8,30,10,15
79,18,14,NE,15,2,0x213,19,8,31,10,15
80,18,15,NW,0,2,0x214,20,8,32,10,15
81,18,15,NW,1,2,0x214,20,8,33,10,15
83,18,15,NW,3,2,0x214,20,8,35,10,15
84,18,15,NW,4,2,0x214,20,8,36,10,15
85,18,15,NW,5,2,0x214,20,8,37,10,15
87,18,15,NW,7,2,0x214,20,8,39,10,15
88,18,15,NE,8,2,0x215,21,8,40,10,15
89,18,15,NE,9,2,0x215,21,8,41,10,15
90,18,15,NE,10,2,0x215,21,8,42,10,15
92,18,15,NE,12,2,0x215,21,8,44,10,15
95,18,15,NE,15,2,0x215,21,8,47,10,15
96,18,16,NW,0,2,0x216,22,8,48,10,15
97,18,16,NW,1,2,0x216,22,8,49,10,15
98,18,16,NW,2,2,0x216,22,8,50,10,15
99,18,16,NW,3,2,0x216,22,8,51,10,15
100,18,16,NW,4,2,0x216,22,8,52,10,15
102,18,16,NW,6,2,0x216,22,8,54,10,15
103,18,16,NW,7,2,0x216,22,8,55,10,15
104,18,16,NE,8,2,0x217,23,8,56,10,15
105,18,16,NE,9,2,0x217,23,8,57,10,15
122,18,17,NE,10,2,0x219,25,8,74,10,13
123,18,17,NE,11,2,0x219,25,8,75,10,14
42,19,12,NE,10,3,0x20f,15,8,122,3,13
43,19,12,NE,11,3,0x20f,15,8,123,3,13
44,19,12,NE,12,3,0x20f,15,8,124,3,10
66,19,14,NW,2,3,0x212,18,8,18,11,15
67,19,14,NW,3,3,0x212,18,8,19,11,15
68,19,14,NW,4,3,0x212,18,8,20,11,15
69,19,14,NW,5,3,0x212,18,8,21,11,15
71,19,14,NW,7,3,0x212,18,8,23,11,15
72,19,14,NE,8,3,0x213,19,8,24,11,15
74,19,14,NE,10,3,0x213,19,8,26,11,15
75,19,14,NE,11,3,0x213,19,8,27,11,15
77,19,14,NE,13,3,0x213,19,8,29,11,15
78,19,14,NE,14,3,0x213,19,8,30,11,15
79,19,14,NE,15,3,0x213,19,8,31,11,15
80,19,15,NW,0,3,0x214,20,8,32,11,15
81,19,15,NW,1,3,0x214,20,8,33,11,15
82,19,15,NW,2,3,0x214,20,8,34,11,15
84,19,15,NW,4,3,0x214,20,8,36,11,15
85,19,15,NW,5,3,0x214,20,8,37,11,15
87,19,15,NW,7,3,0x214,20,8,39,11,15
88,19,15,NE,8,3,0x215,21,8,40,11,15
89,19,15,NE,9,3,0x215,21,8,41,11,15
90,19,15,NE,10,3,0x215,21,8,42,11,15
91,19,15,NE,11,3,0x215,21,8,43,11,15
92,19,15,NE,12,3,0x215,21,8,44,11,15
94,19,15,NE,14,3,0x215,21,8,46,11,15
95,19,15,NE,15,3,0x215,21,8,47,11,15
97,19,16,NW,1,3,0x216,22,8,49,11,15
98,19,16,NW,2,3,0x216,22,8,50,11,15
103,19,16,NW,7,3,0x216,22,8,55,11,15
104,19,16,NE,8,3,0x217,23,8,56,11,15
105,19,16,NE,9,3,0x217,23,8,57,11,15
40,20,12,NE,8,4,0x20f,15,8,120,4,14
41,20,12,NE,9,4,0x20f,15,8,121,4,13
42,20,12,NE,10,4,0x20f,15,8,122,4,10
43,20,12,NE,11,4,0x20f,15,8,123,4,10
60,20,13,NE,12,4,0x211,17,8,12,12,11
64,20,14,NW,0,4,0x212,18,8,16,12,15
65,20,14,NW,1,4,0x212,18,8,17,12,15
66,20,14,NW,2,4,0x212,18,8,18,12,15
67,20,14,NW,3,4,0x212,18,8,19,12,15
68,20,14,NW,4,4,0x212,18,8,20,12,15
70,20,14,NW,6,4,0x212,18,8,22,12,15
71,20,14,NW,7,4,0x212,18,8,23,12,15
72,20,14,NE,8,4,0x213,19,8,24,12,15
73,20,14,NE,9,4,0x213,19,8,25,12,15
78,20,14,NE,14,4,0x213,19,8,30,12,13
86,20,15,NW,6,4,0x214,20,8,38,12,15
87,20,15,NW,7,4,0x214,20,8,39,12,15
88,20,15,NE,8,4,0x215,21,8,40,12,15
89,20,15,NE,9,4,0x215,21,8,41,12,15
90,20,15,NE,10,4,0x215,21,8,42,12,15
91,20,15,NE,11,4,0x215,21,8,43,12,15
92,20,15,NE,12,4,0x215,21,8,44,12,15
93,20,15,NE,13,4,0x215,21,8,45,12,15
94,20,15,NE,14,4,0x215,21,8,46,12,15
95,20,15,NE,15,4,0x215,21,8,47,12,15
96,20,16,NW,0,4,0x216,22,8,48,12,15
97,20,16,NW,1,4,0x216,22,8,49,12,15
101,20,16,NW,5,4,0x216,22,8,53,12,15
103,20,16,NW,7,4,0x216,22,8,55,12,15
125,20,17,NE,13,4,0x219,25,8,77,12,14
40,21,12,NE,8,5,0x20f,15,8,120,5,13
41,21,12,NE,9,5,0x20f,15,8,121,5,13
42,21,12,NE,10,5,0x20f,15,8,122,5,10
64,21,14,NW,0,5,0x212,18,8,16,13,15
66,21,14,NW,2,5,0x212,18,8,18,13,15
67,21,14,NW,3,5,0x212,18,8,19,13,15
68,21,14,NW,4,5,0x212,18,8,20,13,15
69,21,14,NW,5,5,0x212,18,8,21,13,15
70,21,14,NW,6,5,0x212,18,8,22,13,15
72,21,14,NE,8,5,0x213,19,8,24,13,15
73,21,14,NE,9,5,0x213,19,8,25,13,15
75,21,14,NE,11,5,0x213,19,8,27,13,13
86,21,15,NW,6,5,0x214,20,8,38,13,15
87,21,15,NW,7,5,0x214,20,8,39,13,15
88,21,15,NE,8,5,0x215,21,8,40,13,15
89,21,15,NE,9,5,0x215,21,8,41,13,15
90,21,15,NE,10,5,0x215,21,8,42,13,15
93,21,15,NE,13,5,0x215,21,8,45,13,15
95,21,15,NE,15,5,0x215,21,8,47,13,15
98,21,16,NW,2,5,0x216,22,8,50,13,15
99,21,16,NW,3,5,0x216,22,8,51,13,15
101,21,16,NW,5,5,0x216,22,8,53,13,15
103,21,16,NW,7,5,0x216,22,8,55,13,15
38,22,12,NW,6,6,0x20e,14,8,118,6,14
39,22,12,NW,7,6,0x20e,14,8,119,6,13
40,22,12,NE,8,6,0x20f,15,8,120,6,10
41,22,12,NE,9,6,0x20f,15,8,121,6,10
64,22,14,NW,0,6,0x212,18,8,16,14,15
65,22,14,NW,1,6,0x212,18,8,17,14,15
66,22,14,NW,2,6,0x212,18,8,18,14,15
67,22,14,NW,3,6,0x212,18,8,19,14,15
68,22,14,NW,4,6,0x212,18,8,20,14,15
69,22,14,NW,5,6,0x212,18,8,21,14,15
88,22,15,NE,8,6,0x215,21,8,40,14,13
90,22,15,NE,10,6,0x215,21,8,42,14,15
91,22,15,NE,11,6,0x215,21,8,43,14,15
92,22,15,NE,12,6,0x215,21,8,44,14,15
94,22,15,NE,14,6,0x215,21,8,46,14,15
95,22,15,NE,15,6,0x215,21,8,47,14,15
96,22,16,NW,0,6,0x216,22,8,48,14,15
97,22,16,NW,1,6,0x216,22,8,49,14,15
100,22,16,NW,4,6,0x216,22,8,52,14,15
127,22,17,NE,15,6,0x219,25,8,79,14,14
38,23,12,NW,6,7,0x20e,14,8,118,7,13
39,23,12,NW,7,7,0x20e,14,8,119,7,13
40,23,12,NE,8,7,0x20f,15,8,120,7,10
45,23,12,NE,13,7,0x20f,15,8,125,7,10
64,23,14,NW,0,7,0x212,18,8,16,15,15
65,23,14,NW,1,7,0x212,18,8,17,15,15
67,23,14,NW,3,7,0x212,18,8,19,15,15
68,23,14,NW,4,7,0x212,18,8,20,15,15
69,23,14,NW,5,7,0x212,18,8,21,15,15
71,23,14,NW,7,7,0x212,18,8,23,15,13
89,23,15,NE,9,7,0x215,21,8,41,15,13
90,23,15,NE,10,7,0x215,21,8,42,15,15
91,23,15,NE,11,7,0x215,21,8,43,15,15
92,23,15,NE,12,7,0x215,21,8,44,15,15
93,23,15,NE,13,7,0x215,21,8,45,15,15
94,23,15,NE,14,7,0x215,21,8,46,15,15
95,23,15,NE,15,7,0x215,21,8,47,15,15
97,23,16,NW,1,7,0x216,22,8,49,15,15
98,23,16,NW,2,7,0x216,22,8,50,15,15
99,23,16,NW,3,7,0x216,22,8,51,15,15
100,23,16,NW,4,7,0x216,22,8,52,15,15
101,23,16,NW,5,7,0x216,22,8,53,15,15
127,23,17,NE,15,7,0x219,25,8,79,15,13
36,24,12,SW,4,8,0x21a,26,8,84,8,14
37,24,12,SW,5,8,0x21a,26,8,85,8,13
38,24,12,SW,6,8,0x21a,26,8,86,8,10
39,24,12,SW,7,8,0x21a,26,8,87,8,10
42,24,12,SE,10,8,0x21b,27,8,90,8,10
43,24,12,SE,11,8,0x21b,27,8,91,8,10
45,24,12,SE,13,8,0x21b,27,8,93,8,10
60,24,13,SE,12,8,0x21d,29,8,108,8,15
61,24,13,SE,13,8,0x21d,29,8,109,8,15
62,24,13,SE,14,8,0x21d,29,8,110,8,15
64,24,14,SW,0,8,0x21e,30,8,112,8,15
65,24,14,SW,1,8,0x21e,30,8,113,8,15
66,24,14,SW,2,8,0x21e,30,8,114,8,15
67,24,14,SW,3,8,0x21e,30,8,115,8,15
92,24,15,SE,12,8,0x21e,30,8,115,8,15
93,24,15,SE,13,8,0x21e,30,8,114,8,15
94,24,15,SE,14,8,0x21e,30,8,113,8,15
95,24,15,SE,15,8,0x21e,30,8,112,8,15
97,24,16,SW,1,8,0x220,32,8,1,16,15
98,24,16,SW,2,8,0x220,32,8,2,16,15
99,24,16,SW,3,8,0x220,32,8,3,16,15
100,24,16,SW,4,8,0x220,32,8,4,16,15
101,24,16,SW,5,8,0x220,32,8,5,16,15
37,25,12,SW,5,9,0x21a,26,8,85,9,13
38,25,12,SW,6,9,0x21a,26,8,86,9,10
42,25,12,SE,10,9,0x21b,27,8,90,9,10
43,25,12,SE,11,9,0x21b,27,8,91,9,10
60,25,13,SE,12,9,0x21d,29,8,108,9,15
61,25,13,SE,13,9,0x21d,29,8,109,9,15
64,25,14,SW,0,9,0x21e,30,8,112,9,15
65,25,14,SW,1,9,0x21e,30,8,113,9,15
67,25,14,SW,3,9,0x21e,30,8,115,9,15
69,25,14,SW,5,9,0x21e,30,8,117,9,13
90,25,15,SE,10,9,0x21e,30,8,117,9,13
92,25,15,SE,12,9,0x21e,30,8,115,9,15
94,25,15,SE,14,9,0x21e,30,8,113,9,15
95,25,15,SE,15,9,0x21e,30,8,112,9,15
96,25,16,SW,0,9,0x220,32,8,0,17,15
97,25,16,SW,1,9,0x220,32,8,1,17,15
99,25,16,SW,3,9,0x220,32,8,3,17,15
100,25,16,SW,4,9,0x220,32,8,4,17,15
101,25,16,SW,5,9,0x220,32,8,5,17,15
34,26,12,SW,2,10,0x21a,26,8,82,10,14
36,26,12,SW,4,10,0x21a,26,8,84,10,10
37,26,12,SW,5,10,0x21a,26,8,85,10,10
60,26,13,SE,12,10,0x21d,29,8,108,10,15
64,26,14,SW,0,10,0x21e,30,8,112,10,15
65,26,14,SW,1,10,0x21e,30,8,113,10,15
94,26,15,SE,14,10,0x21e,30,8,113,10,15
95,26,15,SE,15,10,0x21e,30,8,112,10,15
96,26,16,SW,0,10,0x220,32,8,0,18,15
97,26,16,SW,1,10,0x220,32,8,1,18,15
99,26,16,SW,3,10,0x220,32,8,3,18,15
100,26,16,SW,4,10,0x220,32,8,4,18,15
101,26,16,SW,5,10,0x220,32,8,5,18,15
129,26,18,SW,1,10,0x224,36,8,33,18,14
34,27,12,SW,2,11,0x21a,26,8,82,11,13
35,27,12,SW,3,11,0x21a,26,8,83,11,13
36,27,12,SW,4,11,0x21a,26,8,84,11,10
63,27,13,SE,15,11,0x21d,29,8,111,11,15
64,27,14,SW,0,11,0x21e,30,8,112,11,15
65,27,14,SW,1,11,0x21e,30,8,113,11,15
94,27,15,SE,14,11,0x21e,30,8,113,11,15
95,27,15,SE,15,11,0x21e,30,8,112,11,15
96,27,16,SW,0,11,0x220,32,8,0,19,15
97,27,16,SW,1,11,0x220,32,8,1,19,15
129,27,18,SW,1,11,0x224,36,8,33,19,13
32,28,12,SW,0,12,0x21a,26,8,80,12,14
33,28,12,SW,1,12,0x21a,26,8,81,12,13
34,28,12,SW,2,12,0x21a,26,8,82,12,10
35,28,12,SW,3,12,0x21a,26,8,83,12,10
39,28,12,SW,7,12,0x21a,26,8,87,12,10
40,28,12,SE,8,12,0x21b,27,8,88,12,10
58,28,13,SE,10,12,0x21d,29,8,106,12,15
59,28,13,SE,11,12,0x21d,29,8,107,12,15
62,28,13,SE,14,12,0x21d,29,8,110,12,15
63,28,13,SE,15,12,0x21d,29,8,111,12,15
64,28,14,SW,0,12,0x21e,30,8,112,12,15
65,28,14,SW,1,12,0x21e,30,8,113,12,15
94,28,15,SE,14,12,0x21e,30,8,113,12,15
95,28,15,SE,15,12,0x21e,30,8,112,12,15
97,28,16,SW,1,12,0x220,32,8,1,20,15
98,28,16,SW,2,12,0x220,32,8,2,20,15
99,28,16,SW,3,12,0x220,32,8,3,20,15
129,28,18,SW,1,12,0x224,36,8,33,20,13
32,29,12,SW,0,13,0x21a,26,8,80,13,13
33,29,12,SW,1,13,0x21a,26,8,81,13,13
34,29,12,SW,2,13,0x21a,26,8,82,13,10
39,29,12,SW,7,13,0x21a,26,8,87,13,10
40,29,12,SE,8,13,0x21b,27,8,88,13,10
58,29,13,SE,10,13,0x21d,29,8,106,13,15
63,29,13,SE,15,13,0x21d,29,8,111,13,15
64,29,14,SW,0,13,0x21e,30,8,112,13,15
95,29,15,SE,15,13,0x21e,30,8,112,13,15
96,29,16,SW,0,13,0x220,32,8,0,21,15
97,29,16,SW,1,13,0x220,32,8,1,21,15
101,29,16,SW,5,13,0x220,32,8,5,21,15
129,29,18,SW,1,13,0x224,36,8,33,21,13
32,30,12,SW,0,14,0x21a,26,8,80,14,13
33,30,12,SW,1,14,0x21a,26,8,81,14,13
34,30,12,SW,2,14,0x21a,26,8,82,14,10
38,30,12,SW,6,14,0x21a,26,8,86,14,10
39,30,12,SW,7,14,0x21a,26,8,87,14,10
43,30,12,SE,11,14,0x21b,27,8,91,14,10
58,30,13,SE,10,14,0x21d,29,8,106,14,15
59,30,13,SE,11,14,0x21d,29,8,107,14,15
61,30,13,SE,13,14,0x21d,29,8,109,14,15
62,30,13,SE,14,14,0x21d,29,8,110,14,15
63,30,13,SE,15,14,0x21d,29,8,111,14,15
64,30,14,SW,0,14,0x21e,30,8,112,14,15
65,30,14,SW,1,14,0x21e,30,8,113,14,15
67,30,14,SW,3,14,0x21e,30,8,115,14,13
